pnum,stntype,stnstatus,opstatus,sitecity,sitestate,region,lat,lon,elev,project,networks,multi_types,is_realtime,mean_latency_last_hour,mean_latency_last_day,data_complete_last_day,data_complete_last_hour,status
RDVR,GPS,Installed,Operable,Veragua,,Coco,19.66329183,-70.36516507,-20.331,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
REC1,GPS,Installed,Operable,"Polar Plateau",Antarctica,AntA,-82.811995,18.90546,2553.2,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
REC2,GPS,Installed,Operable,"Polar Plateau",Antarctica,AntA,-81.70737,8.57978,2446,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
REDM,GPS,Installed,Operable,Redmond,OR,NW,44.25976652174074,-121.14788339250859,919.8321589029022,PBO,"NOTA, PBO",GPS,1,247,336,100,100,OK
REGI,GPS,Installed,Operable,Lattarico,"Calabria / Cosenza",noUS,39.454,16.16,389,Other,Other,GPS,0,,,,,"Status Unavailable"
REPO,GPS,Installed,Operable,Repository,NV,N/A,36.84035188567046,-116.46834491696094,1479.465733483877,PI,PI,GPS,0,,,,,"Status Unavailable"
RG01,GPS,Installed,Operable,"Pie Town",NM,N/A,34.66707232157519,-108.04381366520633,2157.5468653514,Other,Other,GPS,0,,,,,"Status Unavailable"
RG03,GPS,Installed,Operable,Capitan,NM,East,33.654691494271354,-105.1541656114183,1572.6204169800399,PBO-extended,"NOTA, PBO",GPS,1,1157,1141,100,100,OK
RG05,GPS,Installed,Operable,"Silver City",NM,East,32.55252587952492,-108.35637995998994,1802.3251830217514,PBO-extended,"NOTA, PBO",GPS,1,388,368,100,100,OK
RG06,GPS,Installed,Operable,Faywood,NM,East,32.63489737342374,-107.864789338067,1633.2293462180317,PBO-extended,"NOTA, PBO",GPS,0,,,,,OK
RG07,GPS,Installed,Operable,"Las Cruces",NM,N/A,32.49649356040853,-106.84331558092654,1400.694532189005,Other,Other,GPS,0,,,,,"Status Unavailable"
RG08,GPS,Installed,Operable,Hope,NM,East,32.72835229635196,-104.99406446908026,1488.6662328830223,PBO-extended,"NOTA, PBO",GPS,1,104,102,100,100,OK
RG09,GPS,Installed,Operable,Lindrith,NM,N/A,36.30461457768657,-107.0558847024931,2186.819531599819,Other,Other,GPS,0,,,,,"Status Unavailable"
RG10,GPS,Installed,Operable,Cebolla,NM,N/A,36.4512244589705,-106.53855733573437,2218.011853344116,Other,Other,GPS,0,,,,,"Status Unavailable"
RG11,GPS,Installed,Operable,Taos,NM,East,36.52316563630428,-105.77910284264507,2211.2582935991713,PBO-extended,"NOTA, PBO",GPS,1,25,24,99,100,OK
RG12,GPS,Installed,Operable,Cimarron,NM,N/A,36.45860898706564,-104.96834363660713,2139.452782203689,Other,Other,GPS,0,,,,,"Status Unavailable"
RG13,GPS,Installed,Operable,Springer,NM,East,36.49125805941277,-104.21149116630411,2039.5694602110989,PBO-extended,"NOTA, PBO",GPS,1,-1,-1,90,100,OK
RG14,GPS,Installed,Operable,Meeker,CO,N/A,39.9558391048569,-107.97346490919372,2034.5337748244876,Other,Other,GPS,0,,,,,"Status Unavailable"
RG16,GPS,Installed,Operable,Kremmling,CO,East,39.88435696052075,-106.34851109824987,2597.7030709957735,PBO-extended,"NOTA, PBO",GPS,1,-1,-1,98,100,OK
RG17,GPS,Installed,Operable,Empire,CO,N/A,39.761758665443416,-105.66964731085096,2703.8804595485153,Other,Other,GPS,0,,,,,"Status Unavailable"
RG18,GPS,Installed,Operable,"Twin Lakes",CO,N/A,39.065029317791804,-106.40055696213693,2815.4520965715387,Other,Other,GPS,0,,,,,"Status Unavailable"
RG19,GPS,Installed,Operable,Fairplay,CO,N/A,39.1900881515242,-105.55202481632696,2703.737252173632,Other,Other,GPS,0,,,,,"Status Unavailable"
RG20,GPS,Installed,Operable,Silverton,CO,N/A,37.89232016502366,-107.69560201726202,3741.4536654078306,Other,Other,GPS,0,,,,,"Status Unavailable"
RG21,GPS,Installed,Operable,Creede,CO,East,37.767846696770675,-107.10919696704212,2763.9287809950665,PBO-extended,"NOTA, PBO",GPS,0,,,,,OK
RG22,GPS,Installed,Operable,"Del Norte",CO,N/A,37.794039034217974,-106.34167597361687,2507.183850065077,PI,PI,GPS,0,,,,,OK
RG23,GPS,Installed,Operable,Mosca,CO,East,37.74387222105054,-105.49851644833632,2621.262672534081,PBO-extended,"NOTA, PBO",GPS,1,39,34,100,100,OK
RG24,GPS,Installed,Operable,Rye,CO,East,37.9635243640701,-104.96676833504688,2211.9368169853997,PBO-extended,"NOTA, PBO",GPS,1,54,52,100,100,OK
RG25,GPS,Installed,Operable,Datil,NM,N/A,33.985520105618924,-108.23138344011858,2308.529902329591,Other,Other,GPS,0,,,,,"Status Unavailable"
RG26,GPS,Installed,Operable,McCoy,CO,N/A,39.90952143643028,-106.78873240214548,2055.582232463488,Other,Other,GPS,0,,,,,"Status Unavailable"
RHCG,GPS,Installed,Operable,Whittier,California,SW,34.0009111,-118.01334861,338.7,USGS,,GPS,0,,,,,OK
RHCL,GPS,Installed,Operable,Whittier,CA,SW,34.01905324595548,-118.02617570213533,176.8932267643987,PBO,"NOTA, PBO",GPS,1,1146,1137,100,100,OK
RIBA,GPS,Installed,Operable,Firastefani,Santorini,noUS,36.455012,25.343574,46.26,Other,Other,GPS,0,,,,,"Status Unavailable"
RINK,GPS,Installed,Operable,Qaasuitsup,Greenland,Arct,71.84850080815406,-50.99396666746782,1337.9106259391503,Polar,Polar,GPS,0,,,,,OK
RIOP,GPS,Installed,Operable,Riobamba,Chimborazo,noUS,-1.6506,-78.6511,2816.082,Other,Other,GPS,0,,,,,"Status Unavailable"
RKMG,GPS,Installed,Operable,"Trabuco Canyon",California,SW,33.67412759666707,-117.6094318323558,377.5910180163053,USGS,,GPS,1,-1,-1,0,0,OK
RLAP,GPS,Installed,Operable,Tiptonville,Tennessee,N/A,36.474234409656006,-89.34544502406078,58.402626724812144,Other,Other,GPS,0,,,,,"Status Unavailable"
RMBO,GPS,Installed,Operable,,,AntA,-83.8732,-66.3938,784.7,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
RMJT,GPS,Installed,Inoperable,Rumjatar,,noUS,27.305,86.549,1332,Other,Other,GPS,0,,,,,"Status Unavailable"
RMLS,GPS,Installed,Operable,"Rincón de los Sauces",Neuquén,N/A,-39.72263,-70.68671,833,Other,Other,GPS,0,,,,,"Status Unavailable"
RMVJ,GPS,Installed,Operable,"San Juan Capistrano",CA,SW,33.48581300603038,-117.55532567266073,136.403388230296,"SoCal Edison","NOTA, SoCal Edison","GPS, Meteorological Stations",1,226,333,100,100,OK
RNCH,GPS,Installed,Operable,Parkfield,CA,SW,35.8999975715513,-120.52483204997756,838.841615342685,PBO,"NOTA, PBO",GPS,1,1155,1157,100,100,OK
RNDY,GPS,Installed,Operable,"St. Petersburg",Florida,N/A,27.60094386,-82.75621258,-16.56,Other,Other,GPS,0,,,,,"Status Unavailable"
ROA0,GPS,Installed,Operable,Roatan,n/a,Coco,16.318154119369687,-86.52683996485518,10.050715189674204,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,-1,-1,99,99,OK
ROB4,GPS,Installed,Operable,"Victoria Land",Antarctica,AntA,-77.034438892,163.190108985,-41.5319,Polar,Polar,GPS,0,,,,,OK
ROBN,GPS,Installed,Operable,"Robertson Island",Antarctica,AntA,-65.2465,-59.4446,57.9,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
ROCK,GPS,Installed,Operable,"Simi Valley",California,SW,34.23567727354959,-118.6764366802027,553.4141953473353,USGS,,GPS,1,-1,-1,47,58,OK
RPFB,GPS,Installed,Operable,Missouri,Texas,N/A,29.484174,-95.513656,0,PI,PI,GPS,0,,,,,OK
RPUR,GPS,Installed,Operable,,,noUS,23.03646,90.76318,20,PI,PI,GPS,0,,,,,OK
RSTP,GPS,Installed,Operable,Rosamond,CA,SW,34.875082111019495,-118.19292886370854,712.7469155364502,PBO,"NOTA, PBO",GPS,1,82,69,100,100,OK
RSVY,GPS,Installed,Operable,Ojai,CA,SW,34.541478394583706,-119.18444011826031,987.4418813604993,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
RTHS,GPS,Installed,Operable,Rialto,California,SW,34.08915245819592,-117.35333879621882,328.6869031272566,USGS,,GPS,1,-1,-1,100,100,OK
RUBO,GPS,Installed,Operable,,,noUS,-1.7280338429827247,29.25594497142913,1464.9697511499164,PI,PI,GPS,1,-1,1969,65,0,OK
RUBY,GPS,Installed,Operable,"Ruby Valley",NV,East,40.617209180455376,-115.12283737144023,1881.766065508892,PBO,"NOTA, PBO",GPS,1,296,1692,79,98,OK
S300,GPS,Installed,Operable,Tracy,CA,SW,37.66650755665897,-121.55827185910707,495.7709803013461,PBO-extended,"NOTA, PBO",GPS,1,1173,1167,100,100,OK
SA06,GPS,Installed,Operable,Plymouth,"New Hampshire",N/A,43.756845154,-71.690501065,166.3698,Other,Other,GPS,0,,,,,"Status Unavailable"
SA56,GPS,Installed,Operable,,,N/A,45.950137918,-66.642338039,24.3847,PI,PI,GPS,0,,,,,OK
SABD,GPS,Installed,Operable,Sabirabad,,noUS,40,48.476,-9.807,Other,Other,GPS,0,,,,,"Status Unavailable"
SAJU,GPS,Installed,Operable,"Puerto San Juanillo",Guanacaste,noUS,10.067122554021077,-85.71055658951309,73.8102108459847,PI,PI,GPS,0,,,,,OK
SALN,GPS,Installed,Operable,Leon,Leon,N/A,12.617684869563421,-86.85605286899295,535.0001481210169,Other,Other,GPS,0,,,,,"Status Unavailable"
SAN0,GPS,Installed,Operable,"San Andres","San Andres Island",Coco,12.580451038443428,-81.71572099429625,10.124884710398408,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,-1,-1,99,100,OK
SARK,GPS,Installed,Operable,Sareki,,noUS,42.32419987,43.35286689,502.9479,Other,Other,GPS,0,,,,,"Status Unavailable"
SBCC,GPS,Installed,Operable,"Mission Viejo",CA,SW,33.55300281325394,-117.66149186691806,88.68838174553564,PBO,"NOTA, PBO",GPS,1,124,246,99,100,OK
SC00,GPS,Installed,Operable,Ellensburg,WA,NW,46.950923746298706,-120.72461153447,1178.4040932860144,PBO,"NOTA, PBO",GPS,1,86,112,100,100,OK
SC01,GPS,Installed,Operable,Socorro,NM,East,34.067952288012414,-106.96654453957453,2097.4109631003607,PBO,"NOTA, PBO","GPS, Meteorological Stations",1,397,492,99,99,OK
SC02,GPS,Installed,Operable,"Friday Harbor",WA,NW,48.54619395520332,-123.00761184224112,-15.010328820037016,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
SC03,GPS,Installed,Inoperable,"Port Angeles",WA,NW,47.816586535199754,-123.70573858126909,2018.518719174519,Other,Other,GPS,0,,,,,"Status Unavailable"
SCBY,GPS,Installed,Operable,Qaasuitsup,Greenland,Arct,80.26013328719533,-59.59362631201134,544.4223692660312,Polar,Polar,GPS,0,,,,,OK
SCIA,GPS,Installed,Operable,Victorville,CA,SW,34.60744775757129,-117.38830457579027,831.4700684706614,PBO,"NOTA, PBO",GPS,1,1213,1204,100,100,OK
SCTB,GPS,Installed,Operable,"Scott Base",Antarctica,AntA,-77.84898556,166.758018,-18.926,Polar,Polar,GPS,0,,,,,"Status Unavailable"
SCW2,GPS,Installed,Operable,,,noUS,12.69657488264604,-87.02088851666491,873.2877389153289,Other,Other,GPS,1,-1,-1,0,0,"Status Unavailable"
SDEC,GPS,Installed,Operable,"Santo Domingo",,noUS,-0.2217,-79.2628,429,Other,Other,GPS,0,,,,,"Status Unavailable"
SDHL,GPS,Installed,Operable,Landers,CA,SW,34.25501110851742,-116.2789000803379,835.0876454739645,PBO,"NOTA, PBO",GPS,1,1156,1150,96,100,OK
SDLY,GPS,Installed,Operable,"Executive Committee Range",Antarctica,AntA,-77.1353164491,-125.9745976693,2099.187,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
SEAT,GPS,Installed,Operable,Seattle,WA,NW,47.65397627493392,-122.30947745237529,44.21076673155379,PBO,"NOTA, PBO",GPS,1,2,0,100,100,OK
SEDR,GPS,Installed,Operable,"Sedro Woolley",WA,NW,48.52155695554471,-122.223849402886,29.853565928653374,PBO,"NOTA, PBO",GPS,1,1116,1116,99,100,OK
SELD,GPS,Installed,Operable,Seldovia,AK,AK,59.445706793783664,-151.7066726533775,20.521679688242106,PBO,"NOTA, PBO",GPS,1,102,67,100,100,OK
SENU,GPS,Installed,Operable,Kujalleq,Greenland,Arct,61.06958082754683,-47.141317840729585,667.0516586354499,Polar,Polar,GPS,0,,,,,OK
SESG,GPS,Installed,Operable,Houston,Texas,N/A,29.987468,-95.42962,9.2,PI,PI,GPS,0,,,,,OK
SFDM,GPS,Installed,Operable,Piru,CA,SW,34.45980752129448,-118.75451183432588,291.5559962679567,PBO,"NOTA, PBO",GPS,1,76,137,100,100,OK
SG27,GPS,Installed,Operable,Barrow,AK,AK,71.32289239256681,-156.61033361904367,9.372770680265068,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
SGDM,GPS,Installed,Operable,Azusa,California,SW,34.20562835,-117.86170166,420.7174,USGS,,GPS,0,,,,,"Status Unavailable"
SGP1,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-65.55704,-61.72163,241,Polar,Polar,GPS,0,,,,,OK
SGP3,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-65.94138,-63.58805,1662.6,Polar,Polar,GPS,0,,,,,OK
SGP4,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-66.68596779,-62.46019234,258.452,Polar,Polar,GPS,0,,,,,OK
SGP5,GPS,Installed,Operable,Rothera,,AntA,-67.28197,-64.89056,273.169,Polar,Polar,GPS,0,,,,,OK
SGPS,GPS,Installed,Operable,Cabazon,California,SW,33.91253724498569,-116.69568923699276,476.74857812955986,USGS,,GPS,1,-1,-1,0,0,"Status Unavailable"
SHIN,GPS,Installed,Operable,Litchfield,CA,NW,40.591678293177324,-120.22504666407949,1377.3521351954316,PBO,"NOTA, PBO",GPS,1,57,46,99,91,OK
SHLD,GPS,Installed,Operable,Denio,NV,NW,41.8683665373767,-119.01568716548417,1457.558403810219,PBO,"NOTA, PBO",GPS,0,,,,,OK
SHOS,GPS,Installed,Operable,Shoshone,CA,SW,35.971344682141456,-116.2989867542417,582.4187607638021,PBO,"NOTA, PBO",GPS,1,76,50,79,100,OK
SHSG,GPS,Installed,Operable,Spring,Texas,N/A,30.053611,-95.430055,14.8,PI,PI,GPS,0,,,,,OK
SHTL,GPS,Installed,Inoperable,Shatili,,noUS,42.6565922481,45.1528523181,1461.40193,Other,Other,GPS,0,,,,,"Status Unavailable"
SIBA,GPS,Installed,Operable,Sukkur,NA,noUS,27.726127,68.819582,26.562,Other,Other,GPS,0,,,,,"Status Unavailable"
SILK,GPS,Installed,Operable,"Silver Lake",California,SW,34.102863,-118.263875,106.2,USGS,,GPS,1,-1,-1,100,100,OK
SISD,GPS,Installed,Operable,Sealy,Texas,N/A,29.76219355,-96.17387567,41.282,PI,PI,GPS,0,,,,,OK
SIV1,BSM,Installed,Operable,Istanbul,,noUS,40.876827,28.972703,3,GONAF,"NOTA, GONAF","Borehole Strainmeters",0,,,,,"Status Unavailable"
SKUL,GPS,Installed,Operable,"Nye County",Nevada,N/A,36.73045423006875,-116.21062741842212,1237.336569042867,PI,PI,GPS,0,,,,,OK
SKYB,GPS,Installed,Operable,"Santa Clarita",CA,SW,34.438625835439076,-118.47863473930207,520.2576628531441,PBO,"NOTA, PBO",GPS,1,91,83,100,100,OK
SLAC,GPS,Installed,Operable,"Menlo Park",CA,SW,37.41651984031746,-122.20426863306633,63.67659030284443,PBO,"NOTA, PBO",GPS,1,362,336,99,100,OK
SLBL,GPS,Installed,Inoperable,"Salle Bhumlu",,noUS,27.619,85.754472,1686.4,Other,Other,GPS,0,,,,,"Status Unavailable"
SLHG,GPS,Installed,Operable,"Borrego Springs",California,SW,33.192624316264144,-116.25406147601922,177.6707442333923,USGS,,GPS,1,-1,-1,99,100,"Status Unavailable"
SLID,GPS,Installed,Operable,"Incline Village",NV,East,39.314277272261535,-119.88429120570268,2902.5525568568655,PBO,"NOTA, PBO",GPS,1,-1,-1,0,0,OK
SLMS,GPS,Installed,Operable,"Salton City",CA,SW,33.292228473448645,-115.9778452250712,-45.898446521510714,PBO,"NOTA, PBO",GPS,1,372,382,100,100,OK
SLTR,GPS,Installed,Operable,Antarctica,Antarctica,AntA,-75.09816,-113.87955,513.5,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
SMEL,GPS,Installed,Operable,Hinckley,UT,East,39.425642766279786,-112.84493042705628,1422.1577002069873,PBO,"NOTA, PBO",GPS,1,51,60,74,100,OK
SMM1,GPS,Installed,Inoperable,"Summit Camp",N/A,Arct,72.57963812425446,-38.46047056093903,3258.613271044082,Polar,Polar,GPS,0,,,,,"Status Unavailable"
SMM2,GPS,Installed,Inoperable,"Summit Camp",N/A,Arct,72.57964679504273,-38.46083108009606,3253.866824,Polar,Polar,GPS,0,,,,,"Status Unavailable"
SMM3,GPS,Installed,Operable,"Summit Camp",N/A,Arct,72.57295564560307,-38.470516908797435,3263.8916084536127,Polar,Polar,GPS,0,,,,,"Status Unavailable"
SMM4,GPS,Installed,Operable,"Summit Field Station",NA,Arct,72.57369139,-38.4707092,3262.2777,Polar,Polar,GPS,0,,,,,OK
SNDL,GPS,Installed,Inoperable,Sindhuli,,noUS,27.38472,85.79861,2006,Other,Other,GPS,0,,,,,"Status Unavailable"
SNOG,GPS,Installed,Operable,Banning,California,SW,34.03521280259131,-116.80779356706543,2314.7254600136957,USGS,,GPS,1,-1,-1,99,100,"Status Unavailable"
SNT1,GPS,Installed,Operable,Sonatola,,noUS,22.252177,89.805073,-41.9496,PI,PI,GPS,0,,,,,OK
SNT2,GPS,Installed,Operable,Sonatola,,noUS,22.2556,89.8056,-50,PI,PI,GPS,0,,,,,"Status Unavailable"
SOG1,GPS,Installed,Operable,"Robertson Island",Antarctica,AntA,-54.8744,-36.0434,85.4,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
SOG2,GPS,Installed,Operable,"Robertson Island",Antarctica,AntA,-54.0033,-38.0481,205.7,Polar,Polar,GPS,0,,,,,"Status Unavailable"
SOG3,GPS,Installed,Operable,"Robertson Island",Antarctica,AntA,-54.494,-37.0375,52.7,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
SOLD,GPS,Installed,Operable,TALCAHUANO,BIOBIO/CONCEPCION,noUS,-36.70001806,-73.13778342,108.198,Other,Other,GPS,0,,,,,"Status Unavailable"
SOMT,GPS,Installed,Operable,"Santa Paula",CA,SW,34.31994199121403,-119.06433855474674,464.25990309101127,PBO,"NOTA, PBO",GPS,1,330,356,99,100,OK
SONG,GPS,Installed,Operable,"San Clemente",CA,SW,33.38075160235165,-117.56026545041826,-2.919412841249131,"SoCal Edison","NOTA, SoCal Edison",GPS,1,284,346,98,100,OK
SPBH,GPS,Installed,Operable,Houston,Texas,N/A,29.80190488,-95.51503587,5.7485,PI,PI,GPS,0,,,,,OK
SPED,GPS,Installed,Operable,"San Pedro",,Coco,18.461016083304216,-69.30557284205992,-22.103548036412562,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,266,258,99,100,OK
SPGT,GPS,Installed,Operable,"Vernadsky Station",Antarctica,AntA,-64.294739,-61.051637,15,Polar,Polar,"GPS, Meteorological Stations",0,,,,,"Status Unavailable"
SPIC,GPS,Installed,Operable,Scipio,UT,East,39.30621354493491,-112.12747764208868,1670.448575655687,PBO,"NOTA, PBO",GPS,1,31,46,100,100,OK
SPK1,GPS,Installed,Operable,"Saddle Peak",California,SW,34.05934561348047,-118.64616714453888,440.1567091599949,USGS,,GPS,1,-1,-1,0,0,"Status Unavailable"
SPMS,GPS,Installed,Operable,"Diamond Bar",CA,SW,33.99265641638113,-117.84878061093707,207.0497913944737,PBO,"NOTA, PBO",GPS,1,1128,1132,100,100,OK
SPW2,GPS,Installed,Inoperable,"La Jolla",California,N/A,32.86690712,-117.257074548,-21.2564,Other,Other,GPS,0,,,,,"Status Unavailable"
SRMP,GPS,Installed,Operable,Qaasuitsup,Greenland,Arct,72.91067844556736,-54.39371106656222,370.552364962537,Polar,Polar,GPS,0,,,,,OK
SROD,GPS,Installed,Operable,Mao,,Coco,19.475251081659852,-71.34116160629998,98.79377828456859,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,284,258,99,100,OK
SRS1,GPS,Installed,Operable,"Santa Rosa Island",CA,SW,34.004339339458774,-120.06522718050661,68.23467403031512,PBO,"NOTA, PBO",GPS,0,,,,,OK
SSIA,GPS,Installed,Operable,"San Salvador",,Coco,13.697085801371866,-89.11659439392031,626.6541311057679,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,269,241,100,100,OK
SSPS,GPS,Installed,Operable,Adampur,,noUS,24.28193,91.89505,-13.463,PI,PI,GPS,0,,,,,"Status Unavailable"
STEM,GPS,Installed,Operable,Wasilla,AK,N/A,61.5496448947531,-149.3269462079893,43.257209394667406,PI,PI,GPS,0,,,,,OK
STEW,GPS,Installed,Operable,,,AntA,-84.187,-86.2473,1582.5,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
STLE,GPS,Installed,Operable,Steele,Missouri,N/A,36.08928749831554,-89.85756546567,50.353520051227115,Other,Other,GPS,0,,,,,"Status Unavailable"
STSV,GPS,Installed,Operable,"Santa Severina",Calabria,noUS,39.147975,16.91515278,348,Other,Other,GPS,0,,,,,"Status Unavailable"
STVI,GPS,Installed,Operable,Frenchtown,"St. Thomas",noUS,18.340096128511515,-64.97444614378469,-21.447304248207406,COCONet,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",1,603,600,67,100,"Status Unavailable"
SUTW,GPS,Installed,Operable,"Sutwik Island",Alaska,AK,56.576425808641794,-157.1082793591277,227.66068971959143,PI,PI,GPS,0,,,,,OK
SVGB,GPS,Installed,Operable,,,Coco,13.274594143925258,-61.25031790946366,241.07735102915103,COCONet,"NOTA Affiliated, COCONet",GPS,0,,,,,"Status Unavailable"
SYBC,GPS,Installed,Inoperable,Syangboche,,noUS,27.81424,86.71246,3794,Other,Other,GPS,0,,,,,"Status Unavailable"
SYNG,GPS,Installed,Operable,"Santa Ynez",California,SW,34.60723283853063,-120.06956068072711,167.87641175637793,USGS,,GPS,1,-1,-1,99,100,OK
TABL,GPS,Installed,Operable,Wrightwood,California,SW,34.381850495289896,-117.6782866245556,2228.056442909175,USGS,,GPS,1,-1,-1,100,100,OK
TANZ,GPS,Installed,Operable,"Dar es Salaam",n/a,noUS,-6.765585995,39.207924697,70.5958,Other,Other,GPS,0,,,,,"Status Unavailable"
TASE,GPS,Installed,Operable,Adak,Alaska,AK,51.834935,-178.03717,686,USGS,,GPS,0,,,,,OK
TAXI,GPS,Installed,Operable,Taxisco,"Santa Rosa",Coco,14.034787389268873,-90.46528130526195,47.27402268035287,COCONet,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TAYG,GPS,Installed,Operable,McCall,Idaho,N/A,45.101978974,-114.851749435,1185.6743,Other,Other,GPS,0,,,,,"Status Unavailable"
TBIL,GPS,Installed,Operable,Tbilisi,,noUS,41.702406598,44.807337521,435.6497,Other,Other,GPS,0,,,,,"Status Unavailable"
TBLP,GPS,Installed,Operable,Parkfield,CA,N/A,35.91741169990406,-120.36033940372192,937.5525826327598,PBO,"NOTA Affiliated, PBO",GPS,0,,,,,"Status Unavailable"
TDAM,GPS,Installed,Operable,Houston,Texas,N/A,29.31405674,-94.81695201,-2.8624,PI,PI,GPS,0,,,,,OK
TECF,GPS,Installed,Operable,Leon,Leon,N/A,12.60309836222628,-86.83830945521896,862.7849841089139,Other,Other,GPS,0,,,,,"Status Unavailable"
TECO,GPS,Installed,Operable,Tecoman,Colima,Mex,18.984553649544583,-103.86102104124399,213.2464134368605,TLALOCNet,"NOTA Affiliated, TLALOCNet","GPS, Meteorological Stations",0,,,,,"Status Unavailable"
TEG2,GPS,Installed,Operable,Tegucigalpa,,Coco,14.090074338342449,-87.20564378671418,951.3490834642348,COCONet,"NOTA, COCONet","GPS, Meteorological Stations, Meteorological Stations",1,223,196,100,100,OK
TELN,GPS,Installed,Operable,Leon,Leon,N/A,12.606405726948388,-86.83480717084228,891.5991425507327,Other,Other,GPS,0,,,,,"Status Unavailable"
TEPE,BSM,Installed,Operable,Catalca,,N/A,41.056,28.5147,124,GONAF,"NOTA, GONAF","Borehole Strainmeters, Seismometers",0,,,,,"Status Unavailable"
TETN,GPS,Installed,Operable,Tetouan,,noUS,35.561646,-5.363011,63.7,Other,Other,GPS,0,,,,,"Status Unavailable"
TGDR,GPS,Installed,Operable,Barahona,"Barahona Province",Coco,18.208047186656852,-71.09195918778573,-27.17808228256227,COCONet,"NOTA, COCONet","GPS, Meteorological Stations",1,297,118,99,100,OK
TGMX,GPS,Installed,Operable,"Puerto Morelos",QR,Coco,20.86811675117495,-86.86685531395483,-4.668738627528826,COCONet,"NOTA Affiliated, COCONet","GPS, Meteorological Stations",1,-1,-1,0,0,"Status Unavailable"
THCP,GPS,Installed,Operable,Tehachapi,CA,SW,35.15818326115112,-118.414574909441,1652.43040670017,PBO,"NOTA, PBO",GPS,1,7,10,100,100,OK
THKG,GPS,Installed,Operable,Thickegyin,"Sagaing ",N/A,23.202,94.61,270.593,PI,PI,GPS,0,,,,,"Status Unavailable"
THKK,GPS,Installed,Operable,Taze,Sagaing,N/A,22.999,95.154,161,PI,PI,GPS,0,,,,,"Status Unavailable"
THM2,GPS,Installed,Operable,"Laguna Beach",CA,SW,33.549545491019884,-117.76681835345855,188.33626915030467,"SoCal Edison","NOTA, SoCal Edison",GPS,1,81,65,100,100,OK
THMG,GPS,Installed,Operable,Thermal,California,SW,33.650640308857355,-116.0772527325548,33.64510669465081,USGS,,GPS,1,-1,-1,100,100,OK
THRO,GPS,Installed,Operable,"Haley Station",,AntA,-79.126128,-28.31825,1070,Polar,Polar,GPS,0,,,,,"Status Unavailable"
THSU,GPS,Installed,Operable,Houston,Texas,N/A,29.714012,-95.339909,-10.6,PI,PI,GPS,0,,,,,OK
THUR,GPS,Installed,Operable,"Thurston Island",Antarctica,AntA,-72.53007,-97.5596,212,Polar,Polar,"GPS, Meteorological Stations",0,,,,,OK
TIAN,GPS,Installed,Operable,Tianeti,,noUS,42.109805983,44.968184388,1135.583,Other,Other,GPS,0,,,,,"Status Unavailable"
TIMM,GPS,Installed,Operable,Kujalleq,Greenland,Arct,62.53554365299036,-42.28615333699349,313.33062210013156,Polar,Polar,GPS,0,,,,,OK
TIVA,GPS,Installed,Operable,"Nye County",Nevada,N/A,36.93484938,-116.22970543,2034.173,PI,PI,GPS,0,,,,,"Status Unavailable"
TJRN,GPS,Installed,Operable,Tajiguas,CA,SW,34.483477400722585,-120.13256922082084,157.1992112371473,PBO,"NOTA, PBO",GPS,1,13,13,100,100,OK
TLK2,GPS,Installed,Operable,"Toolik Lake",AK,Arct,68.62804,-149.595423,727.86,Polar,Polar,GPS,0,,,,,OK
TMAP,GPS,Installed,Operable,Thermal,California,SW,33.64124620273,-116.16046435075847,-66.89203289538263,USGS,,GPS,1,-1,-1,100,100,OK
TNAL,GPS,Installed,Operable,Altzomoni,,Mex,19.11871582466296,-98.65523860101194,3987.2476009771203,TLALOCNet,"NOTA Affiliated, TLALOCNet",GPS,1,-1,-1,0,0,"Status Unavailable"
TNAM,GPS,Installed,Operable,Ameca,Jalisco,Mex,20.535638732642788,-103.96682294910852,1222.7823437667444,TLALOCNet,"NOTA Affiliated, TLALOCNet","GPS, Meteorological Stations",1,-1,-1,73,100,OK
