Iteration 1/6656: Lever: [-26.8495705   -1.12798126  36.33165477], Offset: 1996.0000, RMSE: 582.5176
Iteration 5011/6656: Lever: [-8.80324054 -4.63441688 -5.56891182], Offset: 2001.0000, RMSE: 740.4060
Iteration 5012/6656: Lever: [-10.39464509   0.74387779 -11.68336996], Offset: 2002.0000, RMSE: 356.2629
Iteration 5013/6656: Lever: [-9.70427437  2.82684511  3.43107456], Offset: 2003.0000, RMSE: 207.3713
Iteration 5014/6656: Lever: [-8.42878308 -1.24871696  7.37345716], Offset: 2004.0000, RMSE: 327.0817
Iteration 5015/6656: Lever: [-7.24634397  1.87031291  3.15955011], Offset: 2005.0000, RMSE: 158.3014
Iteration 5016/6656: Lever: [-6.60849778  0.41621535  9.9149973 ], Offset: 2006.0000, RMSE: 181.0638
Iteration 5017/6656: Lever: [-4.31464422  0.49340661 16.21297718], Offset: 2007.0000, RMSE: 147.8982
Iteration 5018/6656: Lever: [-1.42918357  0.48777329  2.73146856], Offset: 2008.0000, RMSE: 118.4753
Iteration 5019/6656: Lever: [-14.12696606  -2.32910248 -30.95032006], Offset: 1996.0000, RMSE: 984.0082
Iteration 5020/6656: Lever: [-12.11803364  -2.16604846 -29.46788223], Offset: 1997.0000, RMSE: 947.3152
Iteration 5021/6656: Lever: [-14.80207805  -1.06058237 -29.92214136], Offset: 1998.0000, RMSE: 688.2168
Iteration 5022/6656: Lever: [-13.13236389  -0.8604964   -6.70099045], Offset: 1999.0000, RMSE: 638.6865
Iteration 5023/6656: Lever: [ -9.84187276   0.19827873 -33.34030195], Offset: 2000.0000, RMSE: 601.7175
Iteration 5024/6656: Lever: [-11.16589979  -1.35297152   2.7970647 ], Offset: 2001.0000, RMSE: 520.5012
Iteration 5025/6656: Lever: [-10.75278239  -0.96773287 -10.92969461], Offset: 2002.0000, RMSE: 421.3001
Iteration 5026/6656: Lever: [-7.21857085 -0.05098949 -3.79088721], Offset: 2003.0000, RMSE: 399.6638
Iteration 5027/6656: Lever: [-7.6958712   0.64290569  4.87803248], Offset: 2004.0000, RMSE: 259.8465
Iteration 5028/6656: Lever: [-8.205373    1.58500193  8.72997308], Offset: 2005.0000, RMSE: 175.8674
Iteration 5029/6656: Lever: [-6.6748099   0.66570056 11.74728023], Offset: 2006.0000, RMSE: 175.9025
Iteration 5030/6656: Lever: [-2.00233315  3.34608912 -2.13758636], Offset: 2007.0000, RMSE: 77.4278
Iteration 5031/6656: Lever: [-4.00632865 -2.55648707 18.06359968], Offset: 2008.0000, RMSE: 229.4192
Iteration 5032/6656: Lever: [-16.86700312  -4.12272469 -16.22682563], Offset: 1996.0000, RMSE: 959.2382
Iteration 5033/6656: Lever: [-13.75700331   0.38576437 -22.12879838], Offset: 1997.0000, RMSE: 777.1756
Iteration 5034/6656: Lever: [-11.20132635  -0.41943634 -53.5054992 ], Offset: 1998.0000, RMSE: 798.3988
Iteration 5035/6656: Lever: [-10.7575275   -4.17256049 -22.43246585], Offset: 1999.0000, RMSE: 864.8473
Iteration 5036/6656: Lever: [-11.09387148  -2.26981748 -24.08293427], Offset: 2000.0000, RMSE: 660.1095
Iteration 5037/6656: Lever: [-10.58178945  -1.96507654  -3.80228308], Offset: 2001.0000, RMSE: 565.6232
Iteration 5038/6656: Lever: [ -8.75038977   1.18542273 -16.79014382], Offset: 2002.0000, RMSE: 387.9994
Iteration 5039/6656: Lever: [-9.55011242  4.16257688 -3.05976716], Offset: 2003.0000, RMSE: 154.6381
Iteration 5040/6656: Lever: [-8.8076435   3.17950113  5.43485576], Offset: 2004.0000, RMSE: 145.5778
Iteration 5041/6656: Lever: [-7.62998927  0.34277392  0.58425391], Offset: 2005.0000, RMSE: 211.8035
Iteration 5042/6656: Lever: [-5.23393624  2.3441926   0.46767635], Offset: 2006.0000, RMSE: 114.8157
Iteration 5043/6656: Lever: [-3.65529753  0.12679028  9.73531065], Offset: 2007.0000, RMSE: 152.9192
Iteration 5044/6656: Lever: [-0.5622111   2.18340274 -0.26056908], Offset: 2008.0000, RMSE: 85.9151
Iteration 5045/6656: Lever: [-13.40166966  -2.2085217  -33.16164499], Offset: 1996.0000, RMSE: 1007.2421
Iteration 5046/6656: Lever: [-13.34049197  -5.23107488 -21.34876131], Offset: 1997.0000, RMSE: 1030.2139
Iteration 5047/6656: Lever: [-16.84460678  -3.04554123 -17.97412778], Offset: 1998.0000, RMSE: 706.7884
Iteration 5048/6656: Lever: [-12.25832799  -1.19513043 -11.68897752], Offset: 1999.0000, RMSE: 683.5954
Iteration 5049/6656: Lever: [-12.16451808  -2.41717703 -22.59495187], Offset: 2000.0000, RMSE: 631.2070
Iteration 5050/6656: Lever: [-11.57538176   1.3170197   -0.32533707], Offset: 2001.0000, RMSE: 391.7255
Iteration 5051/6656: Lever: [-10.16414885  -1.15084302 -12.35646649], Offset: 2002.0000, RMSE: 444.8158
Iteration 5052/6656: Lever: [-12.57692403  -0.59009038  14.68280444], Offset: 2003.0000, RMSE: 326.6879
Iteration 5053/6656: Lever: [-6.86282183 -1.55823867  3.43878907], Offset: 2004.0000, RMSE: 375.2766
Iteration 5054/6656: Lever: [-8.87178267  0.52421494  9.72156916], Offset: 2005.0000, RMSE: 215.4939
Iteration 5055/6656: Lever: [-5.06665787  1.5981629   3.67800581], Offset: 2006.0000, RMSE: 134.7879
Iteration 5056/6656: Lever: [-3.77013159  1.08129857 12.03344432], Offset: 2007.0000, RMSE: 126.5405
Iteration 5057/6656: Lever: [-0.21469725  2.52400696  0.17084304], Offset: 2008.0000, RMSE: 84.3700
Iteration 5058/6656: Lever: [-13.33083447  -0.41321515 -31.89043377], Offset: 1996.0000, RMSE: 936.1759
Iteration 5059/6656: Lever: [-14.53937     -6.39329295 -14.57976235], Offset: 1997.0000, RMSE: 1037.7019
Iteration 5060/6656: Lever: [-13.24488976  -2.37665952 -40.15458125], Offset: 1998.0000, RMSE: 799.8105
Iteration 5061/6656: Lever: [-12.47910437  -2.74541883 -14.08170544], Offset: 1999.0000, RMSE: 742.4171
Iteration 5062/6656: Lever: [-12.4020798   -3.02787893 -19.61469   ], Offset: 2000.0000, RMSE: 650.2666
Iteration 5063/6656: Lever: [-10.19930447  -0.98338028  -2.77551317], Offset: 2001.0000, RMSE: 535.7410
Iteration 5064/6656: Lever: [ -9.62638928  -1.55230028 -17.21710592], Offset: 2002.0000, RMSE: 477.6020
Iteration 5065/6656: Lever: [-9.17549199  0.30509594  3.04001038], Offset: 2003.0000, RMSE: 328.0180
Iteration 5066/6656: Lever: [-10.00125102   1.06895234  12.06560738], Offset: 2004.0000, RMSE: 221.9957
Iteration 5067/6656: Lever: [-5.54023846 -0.37440303 -8.05380064], Offset: 2005.0000, RMSE: 268.2523
Iteration 5068/6656: Lever: [-4.66758931  0.71736493 -0.48265426], Offset: 2006.0000, RMSE: 168.7275
Iteration 5069/6656: Lever: [-6.74242604 -3.32066447 31.89256728], Offset: 2007.0000, RMSE: 286.0773
Iteration 5070/6656: Lever: [-3.18003146 -1.56720179 13.15438696], Offset: 2008.0000, RMSE: 190.3475
Iteration 5071/6656: Lever: [-14.20619434  -0.1006568  -31.20882228], Offset: 1996.0000, RMSE: 888.3900
Iteration 5072/6656: Lever: [-13.25965354  -4.09114329 -24.29971313], Offset: 1997.0000, RMSE: 984.5884
Iteration 5073/6656: Lever: [-12.97721015  -5.81592174 -48.0810739 ], Offset: 1998.0000, RMSE: 954.5633
Iteration 5074/6656: Lever: [-10.69799081  -3.52518619 -20.09485608], Offset: 1999.0000, RMSE: 839.5651
Iteration 5075/6656: Lever: [-12.3308562    2.53202841 -21.45698038], Offset: 2000.0000, RMSE: 414.3334
Iteration 5076/6656: Lever: [-10.87275401  -1.57158593   2.30546791], Offset: 2001.0000, RMSE: 539.1406
Iteration 5077/6656: Lever: [-12.0878338   -2.13986578  -1.45980148], Offset: 2002.0000, RMSE: 442.9198
Iteration 5078/6656: Lever: [-10.55709157   2.51520001   3.71369771], Offset: 2003.0000, RMSE: 210.0382
Iteration 5079/6656: Lever: [-8.95073248  2.87648586  3.81560965], Offset: 2004.0000, RMSE: 156.2329
Iteration 5080/6656: Lever: [-8.18415325 -2.8536528   2.55275511], Offset: 2005.0000, RMSE: 331.7652
Iteration 5081/6656: Lever: [-4.86012282  2.15730464  0.39721768], Offset: 2006.0000, RMSE: 117.4635
Iteration 5082/6656: Lever: [-4.8351987  -0.41107537 19.77234138], Offset: 2007.0000, RMSE: 178.0802
Iteration 5083/6656: Lever: [-3.23434837 -1.32364022  7.68082056], Offset: 2008.0000, RMSE: 185.1321
Iteration 5084/6656: Lever: [-12.92269645  -3.478764   -33.91693869], Offset: 1996.0000, RMSE: 1078.8649
Iteration 5085/6656: Lever: [-16.84185657   0.27501786  -7.00835895], Offset: 1997.0000, RMSE: 670.5140
Iteration 5086/6656: Lever: [-11.27148393  -2.55779036 -54.62966518], Offset: 1998.0000, RMSE: 882.6458
Iteration 5087/6656: Lever: [ -8.36110795  -1.65681295 -35.9268156 ], Offset: 1999.0000, RMSE: 852.8593
Iteration 5088/6656: Lever: [-11.68744382   0.30003548 -25.17239999], Offset: 2000.0000, RMSE: 530.6960
Iteration 5089/6656: Lever: [-10.97224007  -1.30705759   0.92876255], Offset: 2001.0000, RMSE: 524.5182
Iteration 5090/6656: Lever: [-11.64845388  -0.7052338   -3.77228264], Offset: 2002.0000, RMSE: 389.4918
Iteration 5091/6656: Lever: [-10.82857397   1.91626059   7.07097703], Offset: 2003.0000, RMSE: 232.3596
Iteration 5092/6656: Lever: [-8.2583518   0.09717253  3.93522893], Offset: 2004.0000, RMSE: 272.6042
Iteration 5093/6656: Lever: [-8.84499322 -0.856147    8.55766503], Offset: 2005.0000, RMSE: 257.6558
Iteration 5094/6656: Lever: [-6.04248616  1.07686019 10.49505388], Offset: 2006.0000, RMSE: 156.3803
Iteration 5095/6656: Lever: [-3.16827435  2.05418879  7.16174145], Offset: 2007.0000, RMSE: 98.8166
Iteration 5096/6656: Lever: [-1.47862321  0.65890759  2.28272837], Offset: 2008.0000, RMSE: 114.8269
Iteration 5097/6656: Lever: [-1.34787723e+01  5.10483344e-03 -3.35111172e+01], Offset: 1996.0000, RMSE: 913.1601
Iteration 5098/6656: Lever: [-12.23576739  -2.65162618 -28.87065479], Offset: 1997.0000, RMSE: 962.8643
Iteration 5099/6656: Lever: [-11.74736878  -0.13817044 -53.10392397], Offset: 1998.0000, RMSE: 765.0673
Iteration 5100/6656: Lever: [-10.49400161  -1.28450297 -23.4238472 ], Offset: 1999.0000, RMSE: 752.8961
Iteration 5101/6656: Lever: [-10.25765517   0.42775547 -33.18904168], Offset: 2000.0000, RMSE: 576.5882
Iteration 5102/6656: Lever: [-14.2970307    1.50163723  12.47562444], Offset: 2001.0000, RMSE: 318.5620
Iteration 5103/6656: Lever: [-11.39819899   0.19334817  -8.87320645], Offset: 2002.0000, RMSE: 356.0556
Iteration 5104/6656: Lever: [-9.89198799  0.60074195  1.84108093], Offset: 2003.0000, RMSE: 300.0817
Iteration 5105/6656: Lever: [-8.12801535  3.90436041  4.84835413], Offset: 2004.0000, RMSE: 122.2762
Iteration 5106/6656: Lever: [-6.49475023  3.84798998  0.68538351], Offset: 2005.0000, RMSE: 96.5098
Iteration 5107/6656: Lever: [-5.1541927   2.58167557  1.62030612], Offset: 2006.0000, RMSE: 108.1651
Iteration 5108/6656: Lever: [-3.03575907  1.9312647   7.83281453], Offset: 2007.0000, RMSE: 100.3293
Iteration 5109/6656: Lever: [-0.67363652  1.85162603  2.58112963], Offset: 2008.0000, RMSE: 89.5847
Iteration 5110/6656: Lever: [-16.81133181  -1.06982887 -18.33869078], Offset: 1996.0000, RMSE: 830.3009
Iteration 5111/6656: Lever: [-1.27025137e+01  7.46394768e-03 -2.64847177e+01], Offset: 1997.0000, RMSE: 834.2465
Iteration 5112/6656: Lever: [-12.51249448  -0.2030498  -45.87351172], Offset: 1998.0000, RMSE: 737.4304
Iteration 5113/6656: Lever: [-12.00029303  -1.37849652 -16.94358438], Offset: 1999.0000, RMSE: 700.6539
Iteration 5114/6656: Lever: [-11.8882913   -1.71257974 -24.9286086 ], Offset: 2000.0000, RMSE: 609.8699
Iteration 5115/6656: Lever: [-12.48504533   2.08300271   3.31063742], Offset: 2001.0000, RMSE: 332.2388
Iteration 5116/6656: Lever: [ -9.34443594   4.14435189 -14.26361012], Offset: 2002.0000, RMSE: 243.7837
Iteration 5117/6656: Lever: [-8.09971981  1.73904873 -4.58791871], Offset: 2003.0000, RMSE: 293.6493
Iteration 5118/6656: Lever: [-8.28655403  4.53838439  4.49546095], Offset: 2004.0000, RMSE: 101.7014
Iteration 5119/6656: Lever: [-6.5249672   3.67668701 -3.41093557], Offset: 2005.0000, RMSE: 101.1873
Iteration 5120/6656: Lever: [-3.71417475  4.47011694 -2.46860719], Offset: 2006.0000, RMSE: 71.3059
Iteration 5121/6656: Lever: [-1.855664    3.64767804 -1.16721314], Offset: 2007.0000, RMSE: 76.9824
Iteration 5122/6656: Lever: [-0.02752961  2.76711223 -0.56271525], Offset: 2008.0000, RMSE: 84.7639
Iteration 5123/6656: Lever: [-16.97406337   2.53284526 -22.55616701], Offset: 1996.0000, RMSE: 671.8297
Iteration 5124/6656: Lever: [-11.44826813   2.69049394 -34.67646887], Offset: 1997.0000, RMSE: 778.3028
Iteration 5125/6656: Lever: [-1.26700615e+01 -3.03921646e-02 -4.52956073e+01], Offset: 1998.0000, RMSE: 724.1168
Iteration 5126/6656: Lever: [-12.58376593  -0.631842   -11.2110758 ], Offset: 1999.0000, RMSE: 648.0190
Iteration 5127/6656: Lever: [-13.33545037   1.50813773 -14.73250312], Offset: 2000.0000, RMSE: 426.2745
Iteration 5128/6656: Lever: [-10.34723439   2.05797578  -6.90370469], Offset: 2001.0000, RMSE: 400.5889
Iteration 5129/6656: Lever: [-10.43153878   3.5305122   -8.57366213], Offset: 2002.0000, RMSE: 235.4968
Iteration 5130/6656: Lever: [-8.87465821  0.43055678 -2.58315859], Offset: 2003.0000, RMSE: 329.7047
Iteration 5131/6656: Lever: [-8.82221575  1.01172382  5.94190105], Offset: 2004.0000, RMSE: 227.1645
Iteration 5132/6656: Lever: [-5.84090863  4.9448625  -0.0269992 ], Offset: 2005.0000, RMSE: 73.0529
Iteration 5133/6656: Lever: [-3.87709059  4.28972305  0.02280852], Offset: 2006.0000, RMSE: 72.2327
Iteration 5134/6656: Lever: [-2.32497728  2.96177713  3.6247751 ], Offset: 2007.0000, RMSE: 80.5583
Iteration 5135/6656: Lever: [-0.90937205  1.20479509  2.75663474], Offset: 2008.0000, RMSE: 100.7230
Iteration 5136/6656: Lever: [-13.35333794  -0.06080106 -32.62077233], Offset: 1996.0000, RMSE: 920.8614
Iteration 5137/6656: Lever: [-10.48793239  -0.99790391 -32.83471106], Offset: 1997.0000, RMSE: 965.4987
Iteration 5138/6656: Lever: [-12.67337815  -1.38485638 -48.97794404], Offset: 1998.0000, RMSE: 779.9135
Iteration 5139/6656: Lever: [-11.58641174   0.2456524  -21.33655475], Offset: 1999.0000, RMSE: 647.3176
Iteration 5140/6656: Lever: [-11.32199752  -1.60372549 -26.76736302], Offset: 2000.0000, RMSE: 623.9583
Iteration 5141/6656: Lever: [-11.51821601   1.88911501   1.80764549], Offset: 2001.0000, RMSE: 368.7018
Iteration 5142/6656: Lever: [-11.92359443   1.85207524  -4.70623574], Offset: 2002.0000, RMSE: 274.8762
Iteration 5143/6656: Lever: [-8.95264096  3.14220027 -3.93661068], Offset: 2003.0000, RMSE: 209.4275
Iteration 5144/6656: Lever: [-8.13368247  0.7651108   4.18363351], Offset: 2004.0000, RMSE: 246.4983
Iteration 5145/6656: Lever: [-5.99244109  4.7739069  -1.48888431], Offset: 2005.0000, RMSE: 75.5051
Iteration 5146/6656: Lever: [-5.14081271  0.98483194  5.85523608], Offset: 2006.0000, RMSE: 155.2941
Iteration 5147/6656: Lever: [-3.28234287  1.73519001  3.64104466], Offset: 2007.0000, RMSE: 106.6383
Iteration 5148/6656: Lever: [-1.12044764  1.19976846  4.75389785], Offset: 2008.0000, RMSE: 101.5824
Iteration 5149/6656: Lever: [-13.51862457  -0.3067933  -31.8029794 ], Offset: 1996.0000, RMSE: 924.2396
Iteration 5150/6656: Lever: [-12.95140741   0.5265865  -22.57251605], Offset: 1997.0000, RMSE: 803.0464
Iteration 5151/6656: Lever: [-13.16921176   4.36447597 -38.28430783], Offset: 1998.0000, RMSE: 526.5885
Iteration 5152/6656: Lever: [-12.67877128  -1.59673201 -10.15422302], Offset: 1999.0000, RMSE: 685.9726
Iteration 5153/6656: Lever: [-13.88629573   0.36880594 -12.57464067], Offset: 2000.0000, RMSE: 459.9567
Iteration 5154/6656: Lever: [-11.34325536   2.71704329  -2.44543425], Offset: 2001.0000, RMSE: 338.5694
Iteration 5155/6656: Lever: [-10.35559159   1.23048313 -13.15129391], Offset: 2002.0000, RMSE: 336.3265
Iteration 5156/6656: Lever: [-9.23510581  3.30696622  0.54691677], Offset: 2003.0000, RMSE: 196.0052
Iteration 5157/6656: Lever: [-8.63425489  1.05999501  3.99464707], Offset: 2004.0000, RMSE: 227.4760
Iteration 5158/6656: Lever: [-7.10543053  3.16209728  0.88943801], Offset: 2005.0000, RMSE: 119.3977
Iteration 5159/6656: Lever: [-4.68683378e+00  3.12603985e+00 -9.55795705e-04], Offset: 2006.0000, RMSE: 92.1522
Iteration 5160/6656: Lever: [-4.05673922  0.66152007 12.69464581], Offset: 2007.0000, RMSE: 139.9298
Iteration 5161/6656: Lever: [-1.83438821  0.58109677  5.5538212 ], Offset: 2008.0000, RMSE: 120.3642
Iteration 5162/6656: Lever: [-13.75865893   1.19829662 -35.18319669], Offset: 1996.0000, RMSE: 853.1502
Iteration 5163/6656: Lever: [-11.5152153   -1.85271707 -30.26578613], Offset: 1997.0000, RMSE: 958.2391
Iteration 5164/6656: Lever: [-14.70139377   0.47628364 -32.37432564], Offset: 1998.0000, RMSE: 626.8937
Iteration 5165/6656: Lever: [-10.83326343  -1.22693299 -22.65360652], Offset: 1999.0000, RMSE: 737.5293
Iteration 5166/6656: Lever: [ -8.85938132  -0.67461805 -38.40766683], Offset: 2000.0000, RMSE: 675.4171
Iteration 5167/6656: Lever: [-12.09292631   2.92372559  -1.29255737], Offset: 2001.0000, RMSE: 306.4950
Iteration 5168/6656: Lever: [-11.53102272   1.64839741  -4.75538767], Offset: 2002.0000, RMSE: 290.4641
Iteration 5169/6656: Lever: [-9.28486605  2.61844062  1.6722697 ], Offset: 2003.0000, RMSE: 224.5051
Iteration 5170/6656: Lever: [-9.05212674  1.71828998  5.25759294], Offset: 2004.0000, RMSE: 198.1699
Iteration 5171/6656: Lever: [-6.44032564  3.82381531 -1.49956275], Offset: 2005.0000, RMSE: 96.7963
Iteration 5172/6656: Lever: [-3.74993745  4.43224757 -3.74227385], Offset: 2006.0000, RMSE: 71.3726
Iteration 5173/6656: Lever: [-3.14424741  1.74024131  5.89662061], Offset: 2007.0000, RMSE: 105.0496
Iteration 5174/6656: Lever: [-0.75326177  1.82567398 -1.26857028], Offset: 2008.0000, RMSE: 89.9711
Iteration 5175/6656: Lever: [-14.04477558  -0.93756358 -31.08357722], Offset: 1996.0000, RMSE: 929.3763
Iteration 5176/6656: Lever: [-10.08801572   1.75286596 -40.53502825], Offset: 1997.0000, RMSE: 873.7033
Iteration 5177/6656: Lever: [-10.58798121   1.0046989  -57.07262986], Offset: 1998.0000, RMSE: 766.8544
Iteration 5178/6656: Lever: [-1.03252685e+01  7.16009218e-03 -2.87588964e+01], Offset: 1999.0000, RMSE: 706.0954
Iteration 5179/6656: Lever: [-12.040627    -0.52995258 -23.49910032], Offset: 2000.0000, RMSE: 554.2139
Iteration 5180/6656: Lever: [-12.34539521   6.74953721  -3.08498323], Offset: 2001.0000, RMSE: 136.7352
Iteration 5181/6656: Lever: [-10.20823709   3.57659074  -9.04860882], Offset: 2002.0000, RMSE: 239.8876
Iteration 5182/6656: Lever: [-12.00900874   0.13563945  16.43878592], Offset: 2003.0000, RMSE: 298.5256
Iteration 5183/6656: Lever: [-7.75308947  5.42836239 -2.83248248], Offset: 2004.0000, RMSE: 77.9813
Iteration 5184/6656: Lever: [-8.56314701 -0.21221265  7.30673279], Offset: 2005.0000, RMSE: 234.4337
Iteration 5185/6656: Lever: [-5.63980743  1.45178593  5.99065509], Offset: 2006.0000, RMSE: 141.6293
Iteration 5186/6656: Lever: [-1.79656599  3.77181573 -4.66534288], Offset: 2007.0000, RMSE: 77.1721
Iteration 5187/6656: Lever: [-1.39919667  1.06970583  5.03605861], Offset: 2008.0000, RMSE: 106.0578
Iteration 5188/6656: Lever: [-14.93037776   2.31350825 -29.04479656], Offset: 1996.0000, RMSE: 760.4009
Iteration 5189/6656: Lever: [-13.83850761  -0.19770077 -22.24654175], Offset: 1997.0000, RMSE: 798.4596
Iteration 5190/6656: Lever: [-12.000674     0.11174616 -47.53415861], Offset: 1998.0000, RMSE: 744.7787
Iteration 5191/6656: Lever: [-11.98928978  -0.78908865 -18.7447596 ], Offset: 1999.0000, RMSE: 676.0368
Iteration 5192/6656: Lever: [-10.062762     2.10391551 -33.50435021], Offset: 2000.0000, RMSE: 515.4426
Iteration 5193/6656: Lever: [-10.96569971   0.85883222  -0.01639349], Offset: 2001.0000, RMSE: 430.7716
Iteration 5194/6656: Lever: [-11.82660504   0.09743665  -5.42154734], Offset: 2002.0000, RMSE: 351.4101
Iteration 5195/6656: Lever: [-9.15883457  2.49706229 -2.94461899], Offset: 2003.0000, RMSE: 232.5203
Iteration 5196/6656: Lever: [-7.77635748  1.10484272  1.78128186], Offset: 2004.0000, RMSE: 238.5783
Iteration 5197/6656: Lever: [-8.13398855  1.3051646   2.84101278], Offset: 2005.0000, RMSE: 182.6413
Iteration 5198/6656: Lever: [-4.410278    3.21284112 -1.10255225], Offset: 2006.0000, RMSE: 89.0905
Iteration 5199/6656: Lever: [-2.04040374  3.43642045 -2.32097752], Offset: 2007.0000, RMSE: 76.6795
Iteration 5200/6656: Lever: [-1.11321318  1.38505872 -0.09803784], Offset: 2008.0000, RMSE: 98.1423
Iteration 5201/6656: Lever: [-13.81681476   6.73419563 -36.56901761], Offset: 1996.0000, RMSE: 633.2615
Iteration 5202/6656: Lever: [-14.33827578   3.39476071 -21.72737689], Offset: 1997.0000, RMSE: 630.1498
Iteration 5203/6656: Lever: [-10.55498837   1.6029305  -59.1024419 ], Offset: 1998.0000, RMSE: 744.7332
Iteration 5204/6656: Lever: [-12.39542114   5.07029379 -17.98521464], Offset: 1999.0000, RMSE: 417.3652
Iteration 5205/6656: Lever: [-14.31596258   3.63802741  -7.70134182], Offset: 2000.0000, RMSE: 307.7834
Iteration 5206/6656: Lever: [-11.91904394   4.06537422  -2.95644777], Offset: 2001.0000, RMSE: 262.5432
Iteration 5207/6656: Lever: [-10.6860537    2.93451681  -6.02887321], Offset: 2002.0000, RMSE: 254.2331
Iteration 5208/6656: Lever: [-9.24107044e+00  4.92166821e+00 -8.79301364e-03], Offset: 2003.0000, RMSE: 129.2337
Iteration 5209/6656: Lever: [-8.08199143  5.25171751 -1.32147643], Offset: 2004.0000, RMSE: 82.9317
Iteration 5210/6656: Lever: [-5.34367945  5.71955146 -4.13731345], Offset: 2005.0000, RMSE: 68.5761
Iteration 5211/6656: Lever: [-3.99575282  4.12347562 -2.83189761], Offset: 2006.0000, RMSE: 73.4860
Iteration 5212/6656: Lever: [-1.75732902  3.76219694 -1.7907407 ], Offset: 2007.0000, RMSE: 77.5109
Iteration 5213/6656: Lever: [-0.09881499  2.5493833   0.08628373], Offset: 2008.0000, RMSE: 84.9352
Iteration 5214/6656: Lever: [-11.48003593   2.60150904 -49.02599731], Offset: 1996.0000, RMSE: 893.2980
Iteration 5215/6656: Lever: [-12.7268747    2.82021697 -29.40904856], Offset: 1997.0000, RMSE: 719.0826
Iteration 5216/6656: Lever: [-13.63920727   2.31641978 -39.29274468], Offset: 1998.0000, RMSE: 590.2315
Iteration 5217/6656: Lever: [-13.15174479   2.35674283  -8.80704421], Offset: 1999.0000, RMSE: 500.4278
Iteration 5218/6656: Lever: [-11.21542289   5.17870158 -25.41621517], Offset: 2000.0000, RMSE: 346.6911
Iteration 5219/6656: Lever: [-12.53300799   4.61822658   2.24739761], Offset: 2001.0000, RMSE: 221.0757
Iteration 5220/6656: Lever: [-10.6125973    3.74491529 -10.627802  ], Offset: 2002.0000, RMSE: 221.6154
Iteration 5221/6656: Lever: [-9.35228146  3.22449795  4.1572417 ], Offset: 2003.0000, RMSE: 197.3321
Iteration 5222/6656: Lever: [-7.02978713  6.74568543 -5.69399747], Offset: 2004.0000, RMSE: 64.5890
Iteration 5223/6656: Lever: [-5.33749449  5.68762599 -5.74778849], Offset: 2005.0000, RMSE: 68.6526
Iteration 5224/6656: Lever: [-3.50879833  4.79584984 -5.08708932], Offset: 2006.0000, RMSE: 71.5569
Iteration 5225/6656: Lever: [-1.75273198  3.77872882 -1.30311497], Offset: 2007.0000, RMSE: 77.5833
Iteration 5226/6656: Lever: [-1.16961806  1.24393263  0.00932548], Offset: 2008.0000, RMSE: 100.8923
Iteration 5227/6656: Lever: [-11.89715102   3.06574419 -42.93321052], Offset: 1996.0000, RMSE: 857.2383
Iteration 5228/6656: Lever: [-14.61390207   3.13390284 -23.40372469], Offset: 1997.0000, RMSE: 629.9223
Iteration 5229/6656: Lever: [-13.14870115   4.39013522 -38.92412091], Offset: 1998.0000, RMSE: 526.4177
Iteration 5230/6656: Lever: [-13.2861137    3.25125447 -12.08373972], Offset: 1999.0000, RMSE: 457.7178
Iteration 5231/6656: Lever: [ -9.90075036   3.63523365 -32.77966681], Offset: 2000.0000, RMSE: 460.7748
Iteration 5232/6656: Lever: [-12.54973832   3.17369669   5.98736137], Offset: 2001.0000, RMSE: 283.0761
Iteration 5233/6656: Lever: [ -9.59775008   5.4648637  -13.15306844], Offset: 2002.0000, RMSE: 181.3042
Iteration 5234/6656: Lever: [-10.82387076   2.98980442   5.38726618], Offset: 2003.0000, RMSE: 190.3676
Iteration 5235/6656: Lever: [-7.11245018  6.61378181 -1.90336594], Offset: 2004.0000, RMSE: 64.4283
Iteration 5236/6656: Lever: [-6.35539597  4.03487276 -1.11111805], Offset: 2005.0000, RMSE: 91.2393
Iteration 5237/6656: Lever: [-4.09736419  4.01381739 -1.99164873], Offset: 2006.0000, RMSE: 74.7516
Iteration 5238/6656: Lever: [-3.00996504  2.02286     5.67074159], Offset: 2007.0000, RMSE: 98.1758
Iteration 5239/6656: Lever: [-0.31242096  2.34225095 -1.40895748], Offset: 2008.0000, RMSE: 84.8283
Iteration 5240/6656: Lever: [-14.8614701    1.2716876  -27.04873145], Offset: 1996.0000, RMSE: 805.8519
Iteration 5241/6656: Lever: [-12.82654534   3.9316309  -31.6123293 ], Offset: 1997.0000, RMSE: 670.7410
Iteration 5242/6656: Lever: [-12.47945188   2.08584019 -45.12884269], Offset: 1998.0000, RMSE: 645.6962
Iteration 5243/6656: Lever: [-11.69937773   1.77616244 -21.10894309], Offset: 1999.0000, RMSE: 579.3099
Iteration 5244/6656: Lever: [-12.92503443   4.11726668 -13.81002128], Offset: 2000.0000, RMSE: 327.5973
Iteration 5245/6656: Lever: [-11.83650683   4.89148204  -4.6612475 ], Offset: 2001.0000, RMSE: 229.7753
Iteration 5246/6656: Lever: [ -8.62231983   5.37790792 -16.21834363], Offset: 2002.0000, RMSE: 222.2835
Iteration 5247/6656: Lever: [-8.17064998  4.35410804 -5.26712267], Offset: 2003.0000, RMSE: 180.2857
Iteration 5248/6656: Lever: [-8.40138761  2.50045755  6.05695709], Offset: 2004.0000, RMSE: 172.1583
